,,,,,,Opening balance,70,Field capacity,70,Stress point,28,Wilting point,0
15/07/1993,0,0.216,7,1993,0,,,,,,,,
16/07/1993,0,0.232,7,1993,0,,,,,,,,
17/07/1993,0,0,7,1993,0,,,,,,,,
18/07/1993,0,0.199,7,1993,0,,,,,,,,
19/07/1993,0,0.321,7,1993,0,,,,,,,,
20/07/1993,0,1.253,7,1993,0,,,,,,,,
21/07/1993,1.4,0.732,7,1993,0,,,,,,,,
22/07/1993,2,0.844,7,1993,0,,,,,,,,
23/07/1993,2.3,0.574,7,1993,0,,,,,,,,
24/07/1993,1.3,0.712,7,1993,0,,,,,,,,
25/07/1993,0,1.4,7,1993,0,,,,,,,,
26/07/1993,0,1.177,7,1993,0,,,,,,,,
27/07/1993,0,0.633,7,1993,0,,,,,,,,
28/07/1993,1.8,0.574,7,1993,0,,,,,,,,
29/07/1993,1.1,0.65,7,1993,0,,,,,,,,
30/07/1993,0,1.246,7,1993,0,,,,,,,,
31/07/1993,0,1.342,7,1993,0,,,,,,,,
1/08/1993,4.2,1.259,8,1993,0,,,,,,,,
2/08/1993,4.3,0.295,8,1993,0,,,,,,,,
3/08/1993,4.2,0.446,8,1993,0,,,,,,,,
4/08/1993,1.4,0.291,8,1993,0,,,,,,,,
5/08/1993,0,1.026,8,1993,0,,,,,,,,
6/08/1993,0,1.534,8,1993,0,,,,,,,,
7/08/1993,0,0.987,8,1993,0,,,,,,,,
8/08/1993,0,1.527,8,1993,0,,,,,,,,
9/08/1993,0,1.481,8,1993,0,,,,,,,,
10/08/1993,0,1.381,8,1993,0,,,,,,,,
11/08/1993,0,1.551,8,1993,0,,,,,,,,
12/08/1993,0,1.119,8,1993,0,,,,,,,,
13/08/1993,0,1.747,8,1993,0,,,,,,,,
14/08/1993,5.7,1.698,8,1993,0,,,,,,,,
15/08/1993,4.1,1.02,8,1993,0,,,,,,,,
16/08/1993,0,1.818,8,1993,0,,,,,,,,
17/08/1993,11.4,0.83,8,1993,0,,,,,,,,
18/08/1993,10.4,1.463,8,1993,0,,,,,,,,
19/08/1993,1.7,0.856,8,1993,0,,,,,,,,
20/08/1993,0,1.386,8,1993,0,,,,,,,,
21/08/1993,1.3,1.702,8,1993,0,,,,,,,,
22/08/1993,2.7,1.561,8,1993,0,,,,,,,,
23/08/1993,3.9,0.949,8,1993,0,,,,,,,,
24/08/1993,0,1.317,8,1993,0,,,,,,,,
25/08/1993,0,1.615,8,1993,0,,,,,,,,
26/08/1993,0,0.563,8,1993,0,,,,,,,,
27/08/1993,5.2,1.007,8,1993,0,,,,,,,,
28/08/1993,2.8,0.458,8,1993,0,,,,,,,,
29/08/1993,0,2.143,8,1993,0,,,,,,,,
30/08/1993,0,2.209,8,1993,0,,,,,,,,
31/08/1993,0,1.618,8,1993,0,,,,,,,,
1/09/1993,0,0.771,9,1993,0,,,,,,,,
2/09/1993,0,1.446,9,1993,0,,,,,,,,
3/09/1993,3.8,1.549,9,1993,0,,,,,,,,
4/09/1993,32.4,0.621,9,1993,0,,,,,,,,
5/09/1993,12.6,0.492,9,1993,0,,,,,,,,
6/09/1993,4.4,1.576,9,1993,0,,,,,,,,
7/09/1993,1.4,1.393,9,1993,0,,,,,,,,
8/09/1993,0,2.201,9,1993,0,,,,,,,,
9/09/1993,0,1.285,9,1993,0,,,,,,,,
10/09/1993,0,0.702,9,1993,0,,,,,,,,
11/09/1993,2.2,1.425,9,1993,0,,,,,,,,
12/09/1993,2.6,1.39,9,1993,0,,,,,,,,
13/09/1993,0,1.773,9,1993,0,,,,,,,,
14/09/1993,0,2.3,9,1993,0,,,,,,,,
15/09/1993,0,2.252,9,1993,0,,,,,,,,
16/09/1993,0,1.985,9,1993,0,,,,,,,,
17/09/1993,1.1,1.834,9,1993,0,,,,,,,,
18/09/1993,1.9,1.554,9,1993,0,,,,,,,,
19/09/1993,0,1.632,9,1993,0,,,,,,,,
20/09/1993,0,3.156,9,1993,0,,,,,,,,
21/09/1993,1.1,1.822,9,1993,0,,,,,,,,
22/09/1993,7.5,0.473,9,1993,0,,,,,,,,
23/09/1993,2.7,1.787,9,1993,0,,,,,,,,
24/09/1993,5.6,1.577,9,1993,0,,,,,,,,
25/09/1993,5.8,0.987,9,1993,0,,,,,,,,
26/09/1993,4,1.873,9,1993,0,,,,,,,,
27/09/1993,4.2,2.051,9,1993,0,,,,,,,,
28/09/1993,0,3.233,9,1993,0,,,,,,,,
29/09/1993,0,1.952,9,1993,0,,,,,,,,
30/09/1993,0,3.152,9,1993,0,,,,,,,,
1/10/1993,0,3.575,10,1993,0,,,,,,,,
2/10/1993,0,2.237,10,1993,0,,,,,,,,
3/10/1993,0,1.716,10,1993,0,,,,,,,,
4/10/1993,0,2.401,10,1993,0,,,,,,,,
5/10/1993,0,2.663,10,1993,0,,,,,,,,
6/10/1993,0,1.852,10,1993,0,,,,,,,,
7/10/1993,2,3.215,10,1993,0,,,,,,,,
8/10/1993,0,2.674,10,1993,0,,,,,,,,
9/10/1993,0,2.706,10,1993,0,,,,,,,,
10/10/1993,3.9,1.834,10,1993,0,,,,,,,,
11/10/1993,5.9,1.357,10,1993,0,,,,,,,,
12/10/1993,0,3.904,10,1993,0,,,,,,,,
13/10/1993,0,3.103,10,1993,0,,,,,,,,
14/10/1993,1.7,3.229,10,1993,0,,,,,,,,
15/10/1993,0,4.265,10,1993,0,,,,,,,,
16/10/1993,0,3.536,10,1993,0,,,,,,,,
17/10/1993,0,2.417,10,1993,0,,,,,,,,
18/10/1993,0,2.059,10,1993,0,,,,,,,,
19/10/1993,5.4,0.952,10,1993,0,,,,,,,,
20/10/1993,2.2,4.211,10,1993,0,,,,,,,,
21/10/1993,7.2,2.702,10,1993,0,,,,,,,,
22/10/1993,1.4,4.3,10,1993,0,,,,,,,,
23/10/1993,0,3.407,10,1993,0,,,,,,,,
24/10/1993,0,3.901,10,1993,0,,,,,,,,
25/10/1993,0,4.196,10,1993,0,,,,,,,,
26/10/1993,0,3.281,10,1993,0,,,,,,,,
27/10/1993,0,4.731,10,1993,0,,,,,,,,
28/10/1993,0,2.485,10,1993,0,,,,,,,,
29/10/1993,0,3.811,10,1993,0,,,,,,,,
30/10/1993,0,2.452,10,1993,0,,,,,,,,
31/10/1993,8,2.526,10,1993,0,,,,,,,,
1/11/1993,0,1.163,11,1993,0,,,,,,,,
2/11/1993,0,4.033,11,1993,0,,,,,,,,
3/11/1993,0,3.227,11,1993,0,,,,,,,,
4/11/1993,0,3.867,11,1993,0,,,,,,,,
5/11/1993,0,2.823,11,1993,0,,,,,,,,
6/11/1993,2.9,1.977,11,1993,0,,,,,,,,
7/11/1993,1.5,3.797,11,1993,0,,,,,,,,
8/11/1993,2.3,3.083,11,1993,0,,,,,,,,
9/11/1993,0,4.35,11,1993,0,,,,,,,,
10/11/1993,0,2.233,11,1993,0,,,,,,,,
11/11/1993,0,4.393,11,1993,0,,,,,,,,
12/11/1993,0,1.586,11,1993,0,,,,,,,,
13/11/1993,0,5.169,11,1993,0,,,,,,,,
14/11/1993,0,4.826,11,1993,0,,,,,,,,
15/11/1993,0,4.594,11,1993,0,,,,,,,,
16/11/1993,0,3.83,11,1993,0,,,,,,,,
17/11/1993,0,4.621,11,1993,0,,,,,,,,
18/11/1993,0,4.718,11,1993,0,,,,,,,,
19/11/1993,0,4.3,11,1993,0,,,,,,,,
20/11/1993,23.5,0.003,11,1993,0,,,,,,,,
21/11/1993,27.2,0.83,11,1993,0,,,,,,,,
22/11/1993,1.8,4.896,11,1993,0,,,,,,,,
23/11/1993,0,4.814,11,1993,0,,,,,,,,
24/11/1993,12.4,1.304,11,1993,0,,,,,,,,
25/11/1993,0,4.031,11,1993,0,,,,,,,,
26/11/1993,0,4.394,11,1993,0,,,,,,,,
27/11/1993,0,5.608,11,1993,0,,,,,,,,
28/11/1993,0,4.981,11,1993,0,,,,,,,,
29/11/1993,0,4.599,11,1993,0,,,,,,,,
30/11/1993,2.4,4.317,11,1993,0,,,,,,,,
1/12/1993,0,4.837,12,1993,0,,,,,,,,
2/12/1993,10.7,2.037,12,1993,0,,,,,,,,
3/12/1993,6.1,2.827,12,1993,0,,,,,,,,
4/12/1993,0,5.268,12,1993,0,,,,,,,,
5/12/1993,0,4.096,12,1993,0,,,,,,,,
6/12/1993,88.1,0.433,12,1993,0,,,,,,,,
7/12/1993,1.6,3.615,12,1993,0,,,,,,,,
8/12/1993,0,4.896,12,1993,0,,,,,,,,
9/12/1993,0,5.245,12,1993,0,,,,,,,,
10/12/1993,0,5.436,12,1993,0,,,,,,,,
11/12/1993,0,3.81,12,1993,0,,,,,,,,
12/12/1993,0,4.578,12,1993,0,,,,,,,,
13/12/1993,0,5.083,12,1993,0,,,,,,,,
14/12/1993,4.5,4.497,12,1993,0,,,,,,,,
15/12/1993,0,2.699,12,1993,0,,,,,,,,
16/12/1993,0,3.213,12,1993,0,,,,,,,,
17/12/1993,9.2,0.648,12,1993,0,,,,,,,,
18/12/1993,0,4.113,12,1993,0,,,,,,,,
19/12/1993,0,4.414,12,1993,0,,,,,,,,
20/12/1993,0,4.569,12,1993,0,,,,,,,,
21/12/1993,0,4.067,12,1993,0,,,,,,,,
22/12/1993,11.9,1.962,12,1993,0,,,,,,,,
23/12/1993,12.6,2.411,12,1993,0,,,,,,,,
24/12/1993,0,3.841,12,1993,0,,,,,,,,
25/12/1993,0,5.072,12,1993,0,,,,,,,,
26/12/1993,10.8,3.292,12,1993,0,,,,,,,,
27/12/1993,1.5,3.6,12,1993,0,,,,,,,,
28/12/1993,0,3.533,12,1993,0,,,,,,,,
29/12/1993,0,1.914,12,1993,0,,,,,,,,
30/12/1993,0,5.226,12,1993,0,,,,,,,,
31/12/1993,1.8,4.792,12,1993,0,,,,,,,,
1/01/1994,0,4.618,1,1994,0,,,,,,,,
2/01/1994,0,5.15,1,1994,0,,,,,,,,
3/01/1994,0,3.226,1,1994,0,,,,,,,,
4/01/1994,16.5,4.897,1,1994,0,,,,,,,,
5/01/1994,0,6.199,1,1994,0,,,,,,,,
6/01/1994,0,2.242,1,1994,0,,,,,,,,
7/01/1994,1.8,3.777,1,1994,0,,,,,,,,
8/01/1994,0,6.854,1,1994,0,,,,,,,,
9/01/1994,0,2.447,1,1994,0,,,,,,,,
10/01/1994,34,6.269,1,1994,0,,,,,,,,
11/01/1994,0,5.623,1,1994,0,,,,,,,,
12/01/1994,0,3.765,1,1994,0,,,,,,,,
13/01/1994,0,4.256,1,1994,0,,,,,,,,
14/01/1994,2.7,4.001,1,1994,0,,,,,,,,
15/01/1994,1.5,4.634,1,1994,0,,,,,,,,
16/01/1994,0,5.124,1,1994,0,,,,,,,,
17/01/1994,0,4.798,1,1994,0,,,,,,,,
18/01/1994,0,4.421,1,1994,0,,,,,,,,
19/01/1994,0,3.573,1,1994,0,,,,,,,,
20/01/1994,0,4.396,1,1994,0,,,,,,,,
21/01/1994,1.4,5.704,1,1994,0,,,,,,,,
22/01/1994,0,5.614,1,1994,0,,,,,,,,
23/01/1994,6.9,1.976,1,1994,0,,,,,,,,
24/01/1994,4.8,2.915,1,1994,0,,,,,,,,
25/01/1994,0,2.151,1,1994,0,,,,,,,,
26/01/1994,0,4.276,1,1994,0,,,,,,,,
27/01/1994,0,5.015,1,1994,0,,,,,,,,
28/01/1994,0,5.099,1,1994,0,,,,,,,,
29/01/1994,0,4.465,1,1994,0,,,,,,,,
30/01/1994,0,3.383,1,1994,0,,,,,,,,
31/01/1994,0,5.399,1,1994,0,,,,,,,,
1/02/1994,0,3.272,2,1994,0,,,,,,,,
2/02/1994,1.6,0.82,2,1994,0,,,,,,,,
3/02/1994,5.9,1.468,2,1994,0,,,,,,,,
4/02/1994,7.1,3.862,2,1994,0,,,,,,,,
5/02/1994,1.4,5.028,2,1994,0,,,,,,,,
6/02/1994,0,5.085,2,1994,0,,,,,,,,
7/02/1994,0,2.703,2,1994,0,,,,,,,,
8/02/1994,0,4.539,2,1994,0,,,,,,,,
9/02/1994,0,4.206,2,1994,0,,,,,,,,
10/02/1994,0,4.475,2,1994,0,,,,,,,,
11/02/1994,0,4.811,2,1994,0,,,,,,,,
12/02/1994,0,5.052,2,1994,0,,,,,,,,
13/02/1994,0,5.148,2,1994,0,,,,,,,,
14/02/1994,0,5.182,2,1994,0,,,,,,,,
15/02/1994,0,4.013,2,1994,0,,,,,,,,
16/02/1994,0,3.496,2,1994,0,,,,,,,,
17/02/1994,0,2.139,2,1994,0,,,,,,,,
18/02/1994,2.4,3.014,2,1994,0,,,,,,,,
19/02/1994,11.8,1.728,2,1994,0,,,,,,,,
20/02/1994,14.4,3.327,2,1994,0,,,,,,,,
21/02/1994,5.2,2.6,2,1994,0,,,,,,,,
22/02/1994,0,3.564,2,1994,0,,,,,,,,
23/02/1994,0,4.329,2,1994,0,,,,,,,,
24/02/1994,0,1.658,2,1994,0,,,,,,,,
25/02/1994,7.8,4.082,2,1994,0,,,,,,,,
26/02/1994,0,3.238,2,1994,0,,,,,,,,
27/02/1994,1.6,4.162,2,1994,0,,,,,,,,
28/02/1994,0,3.671,2,1994,0,,,,,,,,
1/03/1994,10.7,2.894,3,1994,0,,,,,,,,
2/03/1994,16,2.947,3,1994,0,,,,,,,,
3/03/1994,0,3.69,3,1994,0,,,,,,,,
4/03/1994,0,3.389,3,1994,0,,,,,,,,
5/03/1994,0,3.885,3,1994,0,,,,,,,,
6/03/1994,1.6,1.954,3,1994,0,,,,,,,,
7/03/1994,3.4,3.692,3,1994,0,,,,,,,,
8/03/1994,0,3.274,3,1994,0,,,,,,,,
9/03/1994,0,3.907,3,1994,0,,,,,,,,
10/03/1994,0,2.961,3,1994,0,,,,,,,,
11/03/1994,0,2.632,3,1994,0,,,,,,,,
12/03/1994,0,3.879,3,1994,0,,,,,,,,
13/03/1994,3.3,1.213,3,1994,0,,,,,,,,
14/03/1994,17,3.343,3,1994,0,,,,,,,,
15/03/1994,3.7,2.874,3,1994,0,,,,,,,,
16/03/1994,1.4,3.436,3,1994,0,,,,,,,,
17/03/1994,0,1.939,3,1994,0,,,,,,,,
18/03/1994,7.4,1.886,3,1994,0,,,,,,,,
19/03/1994,4.8,3.056,3,1994,0,,,,,,,,
20/03/1994,0,1.381,3,1994,0,,,,,,,,
21/03/1994,0,3.265,3,1994,0,,,,,,,,
22/03/1994,0,2.468,3,1994,0,,,,,,,,
23/03/1994,2.7,2.267,3,1994,0,,,,,,,,
24/03/1994,0,3.167,3,1994,0,,,,,,,,
25/03/1994,0,3.163,3,1994,0,,,,,,,,
26/03/1994,0,3.073,3,1994,0,,,,,,,,
27/03/1994,0,2.382,3,1994,0,,,,,,,,
28/03/1994,0,1.917,3,1994,0,,,,,,,,
29/03/1994,0,3.282,3,1994,0,,,,,,,,
30/03/1994,0,1.939,3,1994,0,,,,,,,,
31/03/1994,0,2.008,3,1994,0,,,,,,,,
1/04/1994,0,0.822,4,1994,0,,,,,,,,
2/04/1994,1.6,2.355,4,1994,0,,,,,,,,
3/04/1994,8.5,2.906,4,1994,0,,,,,,,,
4/04/1994,0,2.44,4,1994,0,,,,,,,,
5/04/1994,0,2.188,4,1994,0,,,,,,,,
6/04/1994,0,2.878,4,1994,0,,,,,,,,
7/04/1994,0,1.394,4,1994,0,,,,,,,,
8/04/1994,0,1.978,4,1994,0,,,,,,,,
9/04/1994,0,2.543,4,1994,0,,,,,,,,
10/04/1994,0,2.667,4,1994,0,,,,,,,,
11/04/1994,0,2.43,4,1994,0,,,,,,,,
12/04/1994,0,2.361,4,1994,0,,,,,,,,
13/04/1994,3.6,2.475,4,1994,0,,,,,,,,
14/04/1994,0,0,4,1994,0,,,,,,,,
15/04/1994,29.4,0.871,4,1994,0,,,,,,,,
16/04/1994,0,0.601,4,1994,0,,,,,,,,
17/04/1994,0,1.535,4,1994,0,,,,,,,,
18/04/1994,0,1.362,4,1994,0,,,,,,,,
19/04/1994,3.7,2.179,4,1994,0,,,,,,,,
20/04/1994,34.4,1.758,4,1994,0,,,,,,,,
21/04/1994,9,1.067,4,1994,0,,,,,,,,
22/04/1994,6.8,1.085,4,1994,0,,,,,,,,
23/04/1994,4.2,1.282,4,1994,0,,,,,,,,
24/04/1994,1.9,1.822,4,1994,0,,,,,,,,
25/04/1994,0,1.922,4,1994,0,,,,,,,,
26/04/1994,0,1.562,4,1994,0,,,,,,,,
27/04/1994,0,1.358,4,1994,0,,,,,,,,
28/04/1994,0,1.884,4,1994,0,,,,,,,,
29/04/1994,0,1.442,4,1994,0,,,,,,,,
30/04/1994,0,1.89,4,1994,0,,,,,,,,
1/05/1994,0,1.279,5,1994,0,,,,,,,,
2/05/1994,0,0.525,5,1994,0,,,,,,,,
3/05/1994,5.5,0.853,5,1994,0,,,,,,,,
4/05/1994,0,0.813,5,1994,0,,,,,,,,
5/05/1994,0,1.732,5,1994,0,,,,,,,,
6/05/1994,0,0.935,5,1994,0,,,,,,,,
7/05/1994,0,1.759,5,1994,0,,,,,,,,
8/05/1994,0,1.636,5,1994,0,,,,,,,,
9/05/1994,1.3,1.619,5,1994,0,,,,,,,,
10/05/1994,7,0.804,5,1994,0,,,,,,,,
11/05/1994,12.4,0.819,5,1994,0,,,,,,,,
12/05/1994,11.8,0.881,5,1994,0,,,,,,,,
13/05/1994,1.1,0.6,5,1994,0,,,,,,,,
14/05/1994,0,1.215,5,1994,0,,,,,,,,
15/05/1994,3.2,0.378,5,1994,0,,,,,,,,
16/05/1994,12.2,0.694,5,1994,0,,,,,,,,
17/05/1994,2.4,0.67,5,1994,0,,,,,,,,
18/05/1994,3.2,0.978,5,1994,0,,,,,,,,
19/05/1994,0,0.641,5,1994,0,,,,,,,,
20/05/1994,7.8,0.023,5,1994,0,,,,,,,,
21/05/1994,1.3,0.8,5,1994,0,,,,,,,,
22/05/1994,0,0.849,5,1994,0,,,,,,,,
23/05/1994,3.8,1.002,5,1994,0,,,,,,,,
24/05/1994,1.8,0.961,5,1994,0,,,,,,,,
25/05/1994,0,1.18,5,1994,0,,,,,,,,
26/05/1994,3.9,0.855,5,1994,0,,,,,,,,
27/05/1994,4.5,0.866,5,1994,0,,,,,,,,
28/05/1994,8.3,0.67,5,1994,0,,,,,,,,
29/05/1994,1.4,1.062,5,1994,0,,,,,,,,
30/05/1994,0,1.138,5,1994,0,,,,,,,,
31/05/1994,0,1.04,5,1994,0,,,,,,,,
1/06/1994,0,1.156,6,1994,0,,,,,,,,
2/06/1994,0,1.101,6,1994,0,,,,,,,,
3/06/1994,0,0.306,6,1994,0,,,,,,,,
4/06/1994,0,1.147,6,1994,0,,,,,,,,
5/06/1994,1.5,0.493,6,1994,0,,,,,,,,
6/06/1994,4.3,1.036,6,1994,0,,,,,,,,
7/06/1994,0,0.941,6,1994,0,,,,,,,,
8/06/1994,11,0.262,6,1994,0,,,,,,,,
9/06/1994,19.3,0,6,1994,0,,,,,,,,
10/06/1994,21.7,0.06,6,1994,0,,,,,,,,
11/06/1994,14.2,0.161,6,1994,0,,,,,,,,
12/06/1994,12.8,0.298,6,1994,0,,,,,,,,
13/06/1994,2.2,0.114,6,1994,0,,,,,,,,
14/06/1994,0,0.348,6,1994,0,,,,,,,,
15/06/1994,5.6,0.874,6,1994,0,,,,,,,,
16/06/1994,10.2,0.037,6,1994,0,,,,,,,,
17/06/1994,13.9,0,6,1994,0,,,,,,,,
18/06/1994,5.2,0.883,6,1994,0,,,,,,,,
19/06/1994,2,0.807,6,1994,0,,,,,,,,
20/06/1994,3.1,0.261,6,1994,0,,,,,,,,
21/06/1994,6.9,0.688,6,1994,0,,,,,,,,
22/06/1994,1.6,0.645,6,1994,0,,,,,,,,
23/06/1994,0,0.98,6,1994,0,,,,,,,,
24/06/1994,6.6,0.354,6,1994,0,,,,,,,,
25/06/1994,36.9,0,6,1994,0,,,,,,,,
26/06/1994,12.7,0.452,6,1994,0,,,,,,,,
27/06/1994,3,0.593,6,1994,0,,,,,,,,
28/06/1994,7.1,0.597,6,1994,0,,,,,,,,
29/06/1994,0,0.913,6,1994,0,,,,,,,,
30/06/1994,1.3,0.981,6,1994,0,,,,,,,,
1/07/1994,13.3,0.697,7,1994,0,,,,,,,,
2/07/1994,3.9,0.378,7,1994,0,,,,,,,,
3/07/1994,0,0.842,7,1994,0,,,,,,,,
4/07/1994,0,0.993,7,1994,0,,,,,,,,
5/07/1994,10.7,0.145,7,1994,0,,,,,,,,
6/07/1994,9.6,0.18,7,1994,0,,,,,,,,
7/07/1994,8.9,0.504,7,1994,0,,,,,,,,
8/07/1994,2.7,0.625,7,1994,0,,,,,,,,
9/07/1994,0,0.713,7,1994,0,,,,,,,,
10/07/1994,0,0.664,7,1994,0,,,,,,,,
11/07/1994,2.5,0.705,7,1994,0,,,,,,,,
12/07/1994,0,0.821,7,1994,0,,,,,,,,
13/07/1994,0,1.172,7,1994,0,,,,,,,,
14/07/1994,0,0.979,7,1994,0,,,,,,,,
15/07/1994,0,0.517,7,1994,0,,,,,,,,
16/07/1994,0,0.653,7,1994,0,,,,,,,,
17/07/1994,8.8,0.078,7,1994,0,,,,,,,,
18/07/1994,3.6,0.543,7,1994,0,,,,,,,,
19/07/1994,0,0.993,7,1994,0,,,,,,,,
20/07/1994,0,1.229,7,1994,0,,,,,,,,
21/07/1994,1.6,1.026,7,1994,0,,,,,,,,
22/07/1994,15.8,0.256,7,1994,0,,,,,,,,
23/07/1994,8.6,0.892,7,1994,0,,,,,,,,
24/07/1994,10.3,0.411,7,1994,0,,,,,,,,
25/07/1994,22.3,0,7,1994,0,,,,,,,,
26/07/1994,2.3,0.839,7,1994,0,,,,,,,,
27/07/1994,2.3,0.629,7,1994,0,,,,,,,,
28/07/1994,7.1,0.631,7,1994,0,,,,,,,,
29/07/1994,0,0.436,7,1994,0,,,,,,,,
30/07/1994,1.2,1.012,7,1994,0,,,,,,,,
31/07/1994,0,0.893,7,1994,0,,,,,,,,
1/08/1994,1.4,0.965,8,1994,0,,,,,,,,
2/08/1994,4.4,0.226,8,1994,0,,,,,,,,
3/08/1994,12.6,1.549,8,1994,0,,,,,,,,
4/08/1994,9.2,0.374,8,1994,0,,,,,,,,
5/08/1994,4.4,0.852,8,1994,0,,,,,,,,
6/08/1994,1.2,0.291,8,1994,0,,,,,,,,
7/08/1994,1.4,1.328,8,1994,0,,,,,,,,
8/08/1994,3.3,0.468,8,1994,0,,,,,,,,
9/08/1994,11,0.124,8,1994,0,,,,,,,,
10/08/1994,1.1,1.518,8,1994,0,,,,,,,,
11/08/1994,0,1.165,8,1994,0,,,,,,,,
12/08/1994,0,1.146,8,1994,0,,,,,,,,
13/08/1994,1.6,1.3,8,1994,0,,,,,,,,
14/08/1994,29.1,1.117,8,1994,0,,,,,,,,
15/08/1994,3,1.356,8,1994,0,,,,,,,,
16/08/1994,0,1.581,8,1994,0,,,,,,,,
17/08/1994,1.2,0.791,8,1994,0,,,,,,,,
18/08/1994,3,1.392,8,1994,0,,,,,,,,
19/08/1994,1.8,1.237,8,1994,0,,,,,,,,
20/08/1994,0,1.462,8,1994,0,,,,,,,,
21/08/1994,0,1.87,8,1994,0,,,,,,,,
22/08/1994,0,1.544,8,1994,0,,,,,,,,
23/08/1994,1.4,1.301,8,1994,0,,,,,,,,
24/08/1994,4.6,1.683,8,1994,0,,,,,,,,
25/08/1994,2.6,0.663,8,1994,0,,,,,,,,
26/08/1994,0,1.266,8,1994,0,,,,,,,,
27/08/1994,0,2.331,8,1994,0,,,,,,,,
28/08/1994,0,1.218,8,1994,0,,,,,,,,
29/08/1994,0,1.136,8,1994,0,,,,,,,,
30/08/1994,1.7,1.516,8,1994,0,,,,,,,,
31/08/1994,1.1,1.506,8,1994,0,,,,,,,,
1/09/1994,0,1.72,9,1994,0,,,,,,,,
2/09/1994,2.3,1.398,9,1994,0,,,,,,,,
3/09/1994,0,2.038,9,1994,0,,,,,,,,
4/09/1994,0,1.524,9,1994,0,,,,,,,,
5/09/1994,0,2.22,9,1994,0,,,,,,,,
6/09/1994,0,1.923,9,1994,0,,,,,,,,
7/09/1994,18.7,0.357,9,1994,0,,,,,,,,
8/09/1994,10.7,0.633,9,1994,0,,,,,,,,
9/09/1994,2.4,1.348,9,1994,0,,,,,,,,
10/09/1994,0,1.712,9,1994,0,,,,,,,,
11/09/1994,2,2.128,9,1994,0,,,,,,,,
12/09/1994,2.2,1.849,9,1994,0,,,,,,,,
13/09/1994,0,1.214,9,1994,0,,,,,,,,
14/09/1994,0,1.121,9,1994,0,,,,,,,,
15/09/1994,0,1.336,9,1994,0,,,,,,,,
16/09/1994,4.1,0.724,9,1994,0,,,,,,,,
17/09/1994,1.4,2.082,9,1994,0,,,,,,,,
18/09/1994,0,1.47,9,1994,0,,,,,,,,
19/09/1994,0,2.92,9,1994,0,,,,,,,,
20/09/1994,17.4,0.752,9,1994,0,,,,,,,,
21/09/1994,8.6,2.479,9,1994,0,,,,,,,,
22/09/1994,10.4,1.85,9,1994,0,,,,,,,,
23/09/1994,1.9,2.127,9,1994,0,,,,,,,,
24/09/1994,14.5,1.669,9,1994,0,,,,,,,,
25/09/1994,8.6,1.844,9,1994,0,,,,,,,,
26/09/1994,3.8,1.393,9,1994,0,,,,,,,,
27/09/1994,1.3,2.099,9,1994,0,,,,,,,,
28/09/1994,12.4,0.778,9,1994,0,,,,,,,,
29/09/1994,2.5,2.538,9,1994,0,,,,,,,,
30/09/1994,0,1.427,9,1994,0,,,,,,,,
1/10/1994,6.7,1.586,10,1994,0,,,,,,,,
2/10/1994,0,1.84,10,1994,0,,,,,,,,
3/10/1994,0,3.001,10,1994,0,,,,,,,,
4/10/1994,11.1,0.593,10,1994,0,,,,,,,,
5/10/1994,0,3.077,10,1994,0,,,,,,,,
6/10/1994,2.2,2.94,10,1994,0,,,,,,,,
7/10/1994,0,1.373,10,1994,0,,,,,,,,
8/10/1994,0,3.585,10,1994,0,,,,,,,,
9/10/1994,26.6,0.58,10,1994,0,,,,,,,,
10/10/1994,5.8,2.678,10,1994,0,,,,,,,,
11/10/1994,0,2.741,10,1994,0,,,,,,,,
12/10/1994,3.3,2.448,10,1994,0,,,,,,,,
13/10/1994,3.9,3.185,10,1994,0,,,,,,,,
14/10/1994,8.1,1.083,10,1994,0,,,,,,,,
15/10/1994,5.1,1.913,10,1994,0,,,,,,,,
16/10/1994,0,2.176,10,1994,0,,,,,,,,
17/10/1994,0,2.439,10,1994,0,,,,,,,,
18/10/1994,1.6,2.894,10,1994,0,,,,,,,,
19/10/1994,2,2.281,10,1994,0,,,,,,,,
20/10/1994,0,2.954,10,1994,0,,,,,,,,
21/10/1994,0,3.643,10,1994,0,,,,,,,,
22/10/1994,0,4.036,10,1994,0,,,,,,,,
23/10/1994,0,3.923,10,1994,0,,,,,,,,
24/10/1994,0,3.37,10,1994,0,,,,,,,,
25/10/1994,0,1.695,10,1994,0,,,,,,,,
26/10/1994,0,4.075,10,1994,0,,,,,,,,
27/10/1994,0,4.648,10,1994,0,,,,,,,,
28/10/1994,0,3.672,10,1994,0,,,,,,,,
29/10/1994,0,2.008,10,1994,0,,,,,,,,
30/10/1994,0,2.408,10,1994,0,,,,,,,,
31/10/1994,31.9,0.744,10,1994,0,,,,,,,,
1/11/1994,3,2.128,11,1994,0,,,,,,,,
2/11/1994,0,3.325,11,1994,0,,,,,,,,
3/11/1994,0,3.451,11,1994,0,,,,,,,,
4/11/1994,0,4.195,11,1994,0,,,,,,,,
5/11/1994,0,3.847,11,1994,0,,,,,,,,
6/11/1994,12.1,1.095,11,1994,0,,,,,,,,
7/11/1994,14.7,1.667,11,1994,0,,,,,,,,
8/11/1994,9.2,0,11,1994,0,,,,,,,,
9/11/1994,8.1,4.43,11,1994,0,,,,,,,,
10/11/1994,1.3,4.015,11,1994,0,,,,,,,,
